lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
δολοφρονέων,8,109,Economics (6); Transportation; Ground Transportation (6); Arts & Recreation (6),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Business enterprises and their structure; Psychology; Sociology & anthropology; Transportation; Ground Transportation,shrewdness as demonstrated by being skilled in deception
νεμεσητός,8,107,Psychology (4); Medicine & Health (3); Institutions pertaining to relations of the sexes (3),32,Psychology (28); Economics (23); Law (23),True,Human Physiology,lying face downward
ἀργής,8,-1,(noise),13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,Athletic & Outdoor Sports & Games; Ball games; Chess; Color; Economics; Fashion design of clothing; Furniture; Games Of Chance; Geography & Travel; Home & Family Management; Human figures; Law; Meteorology; Philosophy & Psychology; Production; Psychology; Sociology & anthropology,a sudden very loud noise
μεγαίρω,8,28,"Music (3); Law (3); Eating, drinking; using drugs (3)",6,Psychology (19); Life Sciences; Biology (19); Athletic & Outdoor Sports & Games (18),True,"Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Card games; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Games Of Chance; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Medicine & Health; Music; Parapsychology & Occultism; Physics; Psychology; Public Administration; Social, folk, national dancing; Transportation; Ground Transportation","examine by touch: ""Feel this soft cloth!""; ""The customer fingered the sweater"""
πρέσβυς,8,99,Human figures (4); Animals (Zoology) (4); Psychology (3),9,Psychology (30); Life Sciences; Biology (26); Economics (25),True,Animals (Zoology); Building & Construction; Chemistry; Diplomacy; Economics; Food & Drink; Heraldry; Higher Education; History & Geography; Human Physiology; Human figures; Life Sciences; Biology; Linguistics; Literature; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Sociology & anthropology; Sound & related vibrations,"greater in size or importance or degree: ""for the greater good of the community""; ""the greater Antilles"""
φοῖνιξ,8,22,Human figures (3); Chemistry (2); Time (2),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,Color; Geography & Travel; Heraldry; Human figures; Law; Money; Sociology & anthropology,a document that states some contractual relationship or grants some right
ἄγαλμα,8,40,Psychology (6); Human Physiology (6); Production (6),13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,"Animals (Zoology); Arts & Recreation; Astrology; Astronomy; Ball games; Building & Construction; Business enterprises and their structure; Card games; Dentistry; Drawing & Decorative Arts; Geography & Travel; Grammar; Human Physiology; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Meteorology; Money; Motion pictures, radio, television; News Media, Journalism & Publishing; Number & quantity; Painting; Photography, computer art, cinematography, videography; Physics; Political Science; Processes, forms & subjects of sculpture; Production; Psychology; Religion; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations",language used in a figurative or nonliteral sense
ἀναπίμπλημι,8,82,Psychology (11); Animals (Zoology) (8); Medicine & Health (8),28,Psychology (60); Economics (43); Human Physiology (33),True,"Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Higher Education; Production; Science; Secondary education","crus or bruise: ""jam a toe"""
χάσκω,8,175,"Economics (7); Eating, drinking; using drugs (6); Psychology (6)",3,"Eating, drinking; using drugs (54); Life Sciences; Biology (50); Transportation; Ground Transportation (50)",True,"Chess; Eating, drinking; using drugs; Mental and emotional illnesses and disturbances","afford access to: ""the door opens to the patio""; ""The French doors give onto a terrace"""
ἀμφιπένομαι,8,-1,(noise),40,Medicine & Health (22); Psychology (20); Economics (18),True,"Animals (Zoology); Building & Construction; Eating, drinking; using drugs; Economics; Electricity & electronics; Higher Education; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Medicine & Health; Metrology & standardization; Money; Motion pictures, radio, television; Painting; Photography, computer art, cinematography, videography; Psychology; Secondary education; Transportation; Ground Transportation","consider, as of an example: ""Take the case of China""; ""Consider the following case"""
φρίσσω,8,-1,(noise),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,,tremble convulsively
Καδμεῖος,8,-1,(noise),32,Psychology (28); Economics (23); Law (23),False,,
ψεύδω,8,128,Human Physiology (6); Life Sciences; Biology (4); Sociology & anthropology (4),15,Psychology (39); Human Physiology (30); Law (27),True,,treat unjustly; do wrong to
κάτειμι,8,111,"Geography & Travel (7); Eating, drinking; using drugs (6); Plants (Botany) (5)",53,"Economics (6); Psychology (6); Eating, drinking; using drugs (5)",True,"Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Dentistry; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electricity & electronics; Fashion design of clothing; Games Of Chance; Geography & Travel; Grammar; History & Geography; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Music; News Media, Journalism & Publishing; Plants (Botany); Political Science; Production; Psychology; Public Administration; Public Finance; Religion; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations; Stocks; Surgery & Related Medical Specialties; Transportation; Ground Transportation","be abolished or discarded: ""These ugly billboards have to go!"" ""These luxuries all had to go under the Khmer Rouge"""
Σιμόεις,8,111,"Geography & Travel (7); Eating, drinking; using drugs (6); Plants (Botany) (5)",19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,,
αἴγειρος,8,153,Life Sciences; Biology (7); Plants (Botany) (5); Geography & Travel (4),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,Building & Construction; Chess; Color; Fashion design of clothing; Life Sciences; Biology; Plants (Botany); Religion; Sociology & anthropology,black clothing (worn as a sign of mourning)
λεῖος,8,153,Life Sciences; Biology (7); Plants (Botany) (5); Geography & Travel (4),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,"Arts & Recreation; Ball games; Chemistry; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Geometry; Human Physiology; Human figures; Institutions pertaining to relations of the sexes; Life Sciences; Biology; Linguistics; Literature; Meteorology; Money; Music; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Production; Psychology; Sound & related vibrations; Taxes and taxation; Textiles","extended senses; direct in means or manner or behavior or language or action: ""a direct question""; ""a direct response""; "
ὀμφαλός,8,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Archaeology; Architecture; Art Metalwork; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Color; Community planning and development; Eating, drinking; using drugs; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Equestrian Sports & Animal Racing; Fashion design of clothing; Food & Drink; Furniture; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Higher Education; Human Physiology; Human anatomy, cytology & histology; Human figures; Hunting; Hydraulic engineering; Ice and snow sports; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Literature; Metrology & standardization; Money; Music; News Media, Journalism & Publishing; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations; Time; Transportation; Ground Transportation; Water, Air & Space Transportation",the center point or middle of something
παμφαίνω,8,-1,(noise),25,Psychology (27); Life Sciences; Biology (24); Transportation; Ground Transportation (22),True,Arts & Recreation; Classical mechanics; solid mechanics; Electricity & electronics; Fashion design of clothing; Life Sciences; Biology; Managemennt of personal and family living; grooming; Money; Music; Physics; Psychology; Public Administration,of coins
θηρατήρ,8,142,Life Sciences; Biology (5); Human figures (4); Building & Construction (4),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,Astronomy; Human figures; Hunting; Metrology & standardization,a watch with a hinged metal lid to protect the crystal
αἰόλος,8,155,Life Sciences; Biology (20); Plants (Botany) (15); Building & Construction (14),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,"Chemistry; Color; Eating, drinking; using drugs; Human Physiology; Life Sciences; Biology; Medicine & Health; Meteorology; Physics; Production; Psychology; Textiles","allowing for future changes or revisions: ""open-ended agreements"""
πῆχυς,8,78,"Music (6); Psychology (5); Human anatomy, cytology & histology (4)",40,Medicine & Health (22); Psychology (20); Economics (18),True,"Animals (Zoology); Architecture; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Dentistry; Earth Sciences & Geology; Eating, drinking; using drugs; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Furniture; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; History & Geography; Human anatomy, cytology & histology; Human figures; Ice and snow sports; Institutions pertaining to relations of the sexes; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Literature; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Number & quantity; Physics; Plants (Botany); Psychology; Public Administration; Stage Presentations; Time; Transportation; Ground Transportation; Water, Air & Space Transportation",a natural consequence of development
